"","coffeid","typeid","value"
"19771",1236,11,"2016"
"19772",1236,12,"Yellow Bourbon"
"19773",1236,13,"Washed / Wet"
"19774",1236,14,"Green"
"19775",1236,15,"Specialty Coffee Association"
"19776",1236,16,"m"
"19777",1237,1,"Arabica"
"19778",1237,2,"cafes finos de exportacion s de r.l."
"19779",1237,3,"Honduras"
"19780",1237,4,"various"
"19781",1237,5,"cafes finos de exportacion s. de r.l."
"19782",1237,6,"cafes finos de exportacion s de r.l."
"19783",1237,7,"intibuca"
"19784",1237,8,"Cooperativa Coaquil"
"19785",1237,9,"2 kg"
"19786",1237,10,"Instituto HondureÃ±o del CafÃ©"
"19787",1237,11,"2014"
"19788",1237,12,"Pacas"
"19789",1237,13,"Natural / Dry"
"19790",1237,14,"Green"
"19791",1237,15,"Instituto HondureÃ±o del CafÃ©"
"19792",1237,16,"m"
"19793",1238,1,"Arabica"
"19794",1238,2,"eileen koyanagi"
"19795",1238,3,"United States (Hawaii)"
"19796",1238,4,""
"19797",1238,5,""
"19798",1238,6,"kona pacific farmers cooperative"
"19799",1238,7,"kona"
"19800",1238,8,""
"19801",1238,9,"100 lbs"
"19802",1238,10,"Specialty Coffee Association"
"19803",1238,11,"2014"
"19804",1238,12,"Hawaiian Kona"
"19805",1238,13,"Natural / Dry"
"19806",1238,14,"Green"
"19807",1238,15,"Specialty Coffee Association"
"19808",1238,16,"ft"
"19809",1239,1,"Arabica"
"19810",1239,2,"juan luis alvarado romero"
"19811",1239,3,"Guatemala"
"19812",1239,4,"various"
"19813",1239,5,"las americas"
"19814",1239,6,"outspan guatemala s.a."
"19815",1239,7,"oriente"
"19816",1239,8,"VARIOS"
"19817",1239,9,"69 kg"
"19818",1239,10,"Asociacion Nacional Del CafÃ©"
"19819",1239,11,"2014"
"19820",1239,12,"Other"
"19821",1239,13,"Washed / Wet"
"19822",1239,14,"Green"
"19823",1239,15,"Asociacion Nacional Del CafÃ©"
"19824",1239,16,"ft"
"19825",1240,1,"Arabica"
"19826",1240,2,"samuel eli gurel"
"19827",1240,3,"China"
"19828",1240,4,"hani"
"19829",1240,5,"hani"
"19830",1240,6,"greenhouse coffee china"
"19831",1240,7,"yunnan"
"19832",1240,8,"GreenHouse Coffee"
"19833",1240,9,"2 kg"
"19834",1240,10,"Specialty Coffee Association"
"19835",1240,11,"2013"
"19836",1240,12,"Typica"
"19837",1240,13,"Washed / Wet"
"19838",1240,14,"Green"
"19839",1240,15,"Specialty Coffee Association"
"19840",1240,16,"m"
"19841",1241,1,"Arabica"
"19842",1241,2,"juan luis alvarado romero"
"19843",1241,3,"Guatemala"
"19844",1241,4,"la union monte verde"
"19845",1241,5,"beneficio ixchel"
"19846",1241,6,"unex guatemala, s.a."
"19847",1241,7,"oriente"
"19848",1241,8,"AGRICOLA MONTE VERDE, S.A."
"19849",1241,9,"69 kg"
"19850",1241,10,"Asociacion Nacional Del CafÃ©"
"19851",1241,11,"2013"
"19852",1241,12,"Bourbon"
"19853",1241,13,"Washed / Wet"
"19854",1241,14,"Green"
"19855",1241,15,"Asociacion Nacional Del CafÃ©"
"19856",1241,16,"ft"
"19857",1242,1,"Arabica"
"19858",1242,2,"alejandro garcia palacios"
"19859",1242,3,"Mexico"
"19860",1242,4,"finca la fortuna"
"19861",1242,5,"finca la fortuna"
"19862",1242,6,"industrializadora de kaffee andes s.a. de c.v."
"19863",1242,7,"motozintla, chiapas"
"19864",1242,8,"MARIO GARCÃA"
"19865",1242,9,"1 kg"
"19866",1242,10,"AMECAFE"
"19867",1242,11,"2012"
"19868",1242,12,"Other"
"19869",1242,13,"Washed / Wet"
"19870",1242,14,"Green"
"19871",1242,15,"AMECAFE"
"19872",1242,16,"m"
"19873",1243,1,"Arabica"
"19874",1243,2,"mao-heng chu"
"19875",1243,3,"Colombia"
"19876",1243,4,""
"19877",1243,5,""
"19878",1243,6,""
"19879",1243,7,""
"19880",1243,8,""
"19881",1243,9,"70 kg"
"19882",1243,10,"Specialty Coffee Association"
"19883",1243,11,""
"19884",1243,12,""
"19885",1243,13,""
"19886",1243,14,"Green"
"19887",1243,15,"Specialty Coffee Association"
"19888",1243,16,"m"
"19889",1244,1,"Arabica"
"19890",1244,2,"santa laura exportadora de cafe s.l.e.c. s.a."
"19891",1244,3,"Costa Rica"
"19892",1244,4,"several"
"19893",1244,5,"several"
"19894",1244,6,"santa laura exportadora de cafe s.l.e.c. s.a."
"19895",1244,7,"occidental"
"19896",1244,8,"Beneficio la Eva S.A."
"19897",1244,9,"1 kg"
"19898",1244,10,"Specialty Coffee Association of Costa Rica"
"19899",1244,11,"2014"
"19900",1244,12,"Caturra"
"19901",1244,13,"Washed / Wet"
"19902",1244,14,"Green"
"19903",1244,15,"Specialty Coffee Association of Costa Rica"
"19904",1244,16,"m"
"19905",1245,1,"Arabica"
"19906",1245,2,"gustavo abarca solis"
"19907",1245,3,"Mexico"
"19908",1245,4,"el regadito"
"19909",1245,5,"el regadito"
"19910",1245,6,""
"19911",1245,7,"petatlan"
"19912",1245,8,"GUSTAVO ABARCA SOLIS"
"19913",1245,9,"1 kg"
"19914",1245,10,"AMECAFE"
"19915",1245,11,"2012"
"19916",1245,12,"Typica"
"19917",1245,13,"Washed / Wet"
"19918",1245,14,"Green"
"19919",1245,15,"AMECAFE"
"19920",1245,16,"m"
"19921",1246,1,"Arabica"
"19922",1246,2,"juan luis alvarado romero"
"19923",1246,3,"Guatemala"
"19924",1246,4,"conquista / morito"
"19925",1246,5,"beneficio ixchel"
"19926",1246,6,"unex guatemala, s.a."
"19927",1246,7,"oriente"
"19928",1246,8,"Conquista/ Morito"
"19929",1246,9,"1 kg"
"19930",1246,10,"Asociacion Nacional Del CafÃ©"
"19931",1246,11,"2012"
"19932",1246,12,"Bourbon"
"19933",1246,13,"Washed / Wet"
"19934",1246,14,"Green"
"19935",1246,15,"Asociacion Nacional Del CafÃ©"
"19936",1246,16,"m"
"19937",1247,1,"Arabica"
"19938",1247,2,"bencafe, s. a."
"19939",1247,3,"Nicaragua"
"19940",1247,4,"el brigadum - la coronela"
"19941",1247,5,"dry mill"
"19942",1247,6,"beneficiadora norteÃ±a de cafe, s. a. (bencafe)"
"19943",1247,7,"jinotega"
"19944",1247,8,"MARCIO ALBERTO RIVERA CASTELLON"
"19945",1247,9,"69 kg"
"19946",1247,10,"Specialty Coffee Association of Costa Rica"
"19947",1247,11,"2016"
"19948",1247,12,""
"19949",1247,13,""
"19950",1247,14,"Bluish-Green"
"19951",1247,15,"Specialty Coffee Association of Costa Rica"
"19952",1247,16,"m"
"19953",1248,1,"Arabica"
"19954",1248,2,"cafe politico"
"19955",1248,3,"Brazil"
"19956",1248,4,""
"19957",1248,5,"n/a"
"19958",1248,6,"green mountain coffee"
"19959",1248,7,""
"19960",1248,8,"n/a"
"19961",1248,9,"5 lbs"
"19962",1248,10,"Specialty Coffee Association"
"19963",1248,11,"2014"
"19964",1248,12,""
"19965",1248,13,"Washed / Wet"
"19966",1248,14,""
"19967",1248,15,"Specialty Coffee Association"
"19968",1248,16,"m"
"19969",1249,1,"Arabica"
"19970",1249,2,"juan luis alvarado romero"
"19971",1249,3,"Guatemala"
"19972",1249,4,"el sacramento"
"19973",1249,5,"beneficio ixchel"
"19974",1249,6,"unex guatemala, s.a."
"19975",1249,7,"oriente"
"19976",1249,8,"LUIS RODRIGUEZ"
"19977",1249,9,"1 kg"
"19978",1249,10,"Asociacion Nacional Del CafÃ©"
"19979",1249,11,"2013"
"19980",1249,12,"Bourbon"
"19981",1249,13,"Washed / Wet"
"19982",1249,14,"Green"
"19983",1249,15,"Asociacion Nacional Del CafÃ©"
"19984",1249,16,"ft"
"19985",1250,1,"Arabica"
"19986",1250,2,"lin, che-hao krude ???"
"19987",1250,3,"Taiwan"
"19988",1250,4,"dongshan gaoyuan village chief manor coffee tainan, taiwan ??????????????"
"19989",1250,5,"dongshan gaoyuan village chief manor coffee tainan, taiwan ??????????????"
"19990",1250,6,"red on tree co., ltd."
"19991",1250,7,"dongshan dist., tainan city ??????"
"19992",1250,8,"Chen Shuei Lian ???"
"19993",1250,9,"10 kg"
"19994",1250,10,"Specialty Coffee Association"
"19995",1250,11,"2012"
"19996",1250,12,"Typica"
"19997",1250,13,"Washed / Wet"
"19998",1250,14,"Bluish-Green"
"19999",1250,15,"Specialty Coffee Association"
"20000",1250,16,"m"
"20001",1251,1,"Arabica"
"20002",1251,2,"kona pacific farmers cooperative"
"20003",1251,3,"United States (Hawaii)"
"20004",1251,4,""
"20005",1251,5,""
"20006",1251,6,"kona pacific farmers cooperative"
"20007",1251,7,"kona"
"20008",1251,8,""
"20009",1251,9,"100 lbs"
"20010",1251,10,"Specialty Coffee Association"
"20011",1251,11,"2013"
"20012",1251,12,""
"20013",1251,13,"Natural / Dry"
"20014",1251,14,"Green"
"20015",1251,15,"Specialty Coffee Association"
"20016",1251,16,"ft"
"20017",1252,1,"Arabica"
"20018",1252,2,"stephany escamilla femat"
"20019",1252,3,"Mexico"
"20020",1252,4,"rancho los laureles"
"20021",1252,5,"rancho los laureles"
"20022",1252,6,""
"20023",1252,7,"coatepec"
"20024",1252,8,"RUBRIA OCHOA BELLO"
"20025",1252,9,"1 kg"
"20026",1252,10,"AMECAFE"
"20027",1252,11,"2012"
"20028",1252,12,"Typica"
"20029",1252,13,"Washed / Wet"
"20030",1252,14,"Green"
"20031",1252,15,"AMECAFE"
"20032",1252,16,"m"
"20033",1253,1,"Arabica"
"20034",1253,2,"juan luis alvarado romero"
"20035",1253,3,"Guatemala"
"20036",1253,4,"la esperanza y anexos"
"20037",1253,5,"beneficio ixchel"
"20038",1253,6,"unex guatemala, s.a."
"20039",1253,7,"oriente"
"20040",1253,8,"MARGARITA DE NUYENS Y/O CARLOS NUYENS"
"20041",1253,9,"1 kg"
"20042",1253,10,"Asociacion Nacional Del CafÃ©"
"20043",1253,11,"2013"
"20044",1253,12,"Bourbon"
"20045",1253,13,"Washed / Wet"
"20046",1253,14,"Green"
"20047",1253,15,"Asociacion Nacional Del CafÃ©"
"20048",1253,16,"ft"
"20049",1254,1,"Arabica"
"20050",1254,2,"ipanema coffees"
"20051",1254,3,"Brazil"
"20052",1254,4,"fazenda capoeirnha"
"20053",1254,5,"dry mill"
"20054",1254,6,"ipanema coffees"
"20055",1254,7,"south of minas"
"20056",1254,8,"Ipanema Agricola S.A"
"20057",1254,9,"60 kg"
"20058",1254,10,"Brazil Specialty Coffee Association"
"20059",1254,11,"2017 / 2018"
"20060",1254,12,"Bourbon"
"20061",1254,13,"Natural / Dry"
"20062",1254,14,"Green"
"20063",1254,15,"Brazil Specialty Coffee Association"
"20064",1254,16,"m"
"20065",1255,1,"Arabica"
"20066",1255,2,"juan luis alvarado romero"
"20067",1255,3,"Guatemala"
"20068",1255,4,"various"
"20069",1255,5,"las americas"
"20070",1255,6,"outspan guatemala s.a."
"20071",1255,7,"oriente"
"20072",1255,8,"VARIOS"
"20073",1255,9,"69 kg"
"20074",1255,10,"Asociacion Nacional Del CafÃ©"
"20075",1255,11,"2014"
"20076",1255,12,"Other"
"20077",1255,13,"Washed / Wet"
"20078",1255,14,"Green"
"20079",1255,15,"Asociacion Nacional Del CafÃ©"
"20080",1255,16,"ft"
"20081",1256,1,"Arabica"
"20082",1256,2,"israel eduardo paz garcia"
"20083",1256,3,"Mexico"
"20084",1256,4,"el naranjo"
"20085",1256,5,"zaragoza itundujia, oaxaca"
"20086",1256,6,"cafeorganico.mx"
"20087",1256,7,"zaragoza itundujia"
"20088",1256,8,"AQUILINO GARCÃA RIAÃ‘O"
"20089",1256,9,"1 kg"
"20090",1256,10,"AMECAFE"
"20091",1256,11,"2012"
"20092",1256,12,"Typica"
"20093",1256,13,"Washed / Wet"
"20094",1256,14,"None"
"20095",1256,15,"AMECAFE"
"20096",1256,16,"m"
"20097",1257,1,"Arabica"
"20098",1257,2,"myriam kaplan-pasternak"
"20099",1257,3,"Haiti"
"20100",1257,4,"mixed"
"20101",1257,5,"kkkld"
"20102",1257,6,"haiti coffee"
"20103",1257,7,"dondon, haiti"
"20104",1257,8,"Mixed"
"20105",1257,9,"4 lbs"
"20106",1257,10,"Specialty Coffee Association"
"20107",1257,11,"2013"
"20108",1257,12,"Typica"
"20109",1257,13,"Washed / Wet"
"20110",1257,14,""
"20111",1257,15,"Specialty Coffee Association"
"20112",1257,16,"m"
"20113",1258,1,"Arabica"
"20114",1258,2,"eileen koyanagi"
"20115",1258,3,"United States (Hawaii)"
"20116",1258,4,""
"20117",1258,5,"kona pacific farmers cooperative"
"20118",1258,6,"kona pacific farmers cooperative"
"20119",1258,7,"kona"
"20120",1258,8,"Kona Pacific Farmers Cooperative"
"20121",1258,9,"2 lbs"
"20122",1258,10,"Specialty Coffee Association"
"20123",1258,11,"2013"
"20124",1258,12,""
"20125",1258,13,"Natural / Dry"
"20126",1258,14,"Green"
"20127",1258,15,"Specialty Coffee Association"
"20128",1258,16,"ft"
"20129",1259,1,"Arabica"
"20130",1259,2,"alejandro garcia palacios"
"20131",1259,3,"Mexico"
"20132",1259,4,"finca los andes"
"20133",1259,5,"finca la fortuna"
"20134",1259,6,"industrializadora de kaffee andes s.a. de c.v."
"20135",1259,7,"motozintla, chiapas"
"20136",1259,8,"ALEJANDRO GARCÃA PALACIOS"
"20137",1259,9,"1 kg"
"20138",1259,10,"AMECAFE"
"20139",1259,11,"2012"
"20140",1259,12,"Other"
"20141",1259,13,"Washed / Wet"
"20142",1259,14,"Green"
"20143",1259,15,"AMECAFE"
"20144",1259,16,"m"
"20145",1260,1,"Arabica"
"20146",1260,2,"andrew bowman"
"20147",1260,3,"Peru"
"20148",1260,4,"producer group (approx. 1,000 farmers)"
"20149",1260,5,"n/a"
"20150",1260,6,"tony's coffee and teas, inc."
"20151",1260,7,"san ignacio"
"20152",1260,8,"Sol y Cafe"
"20153",1260,9,"2 kg"
"20154",1260,10,"Specialty Coffee Association"
"20155",1260,11,"2014"
"20156",1260,12,"Caturra"
"20157",1260,13,"Washed / Wet"
"20158",1260,14,"Green"
"20159",1260,15,"Specialty Coffee Association"
"20160",1260,16,"m"
"20161",1261,1,"Arabica"
"20162",1261,2,"joshua marsceau"
"20163",1261,3,"India"
"20164",1261,4,""
"20165",1261,5,"aspinwall & co. ltd, mangalore"
"20166",1261,6,"olam japan"
"20167",1261,7,"chickmangalore"
"20168",1261,8,"Aspinwall & CO. LTD"
"20169",1261,9,"50 kg"
"20170",1261,10,"Specialty Coffee Association"
"20171",1261,11,"2016"
"20172",1261,12,""
"20173",1261,13,"Natural / Dry"
"20174",1261,14,"Green"
"20175",1261,15,"Specialty Coffee Association"
"20176",1261,16,"m"
"20177",1262,1,"Arabica"
"20178",1262,2,"masamichi hiroike"
"20179",1262,3,"Mexico"
"20180",1262,4,"various"
"20181",1262,5,"various smallholders' wet mills"
"20182",1262,6,""
"20183",1262,7,"pluma hidalogo, oaxaca"
"20184",1262,8,"Various smallholders"
"20185",1262,9,"6"
"20186",1262,10,"Specialty Coffee Association"
"20187",1262,11,"08/09 crop"
"20188",1262,12,"Typica"
"20189",1262,13,""
"20190",1262,14,""
"20191",1262,15,"Specialty Coffee Association"
"20192",1262,16,"m"
"20193",1263,1,"Arabica"
"20194",1263,2,"juan luis alvarado romero"
"20195",1263,3,"Guatemala"
"20196",1263,4,"conquista / morito"
"20197",1263,5,"beneficio ixchel"
"20198",1263,6,"asociaciÃ³n nacional del cafÃ© - anacafe -"
"20199",1263,7,"oriente"
"20200",1263,8,"Conquista/Morito"
"20201",1263,9,"2 kg"
"20202",1263,10,"Asociacion Nacional Del CafÃ©"
"20203",1263,11,"2012"
"20204",1263,12,"Bourbon"
"20205",1263,13,"Washed / Wet"
"20206",1263,14,"None"
"20207",1263,15,"Asociacion Nacional Del CafÃ©"
"20208",1263,16,"m"
"20209",1264,1,"Arabica"
"20210",1264,2,"homero antonio de anda andrade"
"20211",1264,3,"Mexico"
"20212",1264,4,""
"20213",1264,5,"exportadora moretto s.a. de c.v."
"20214",1264,6,"exportadora moretto s.a. de c.v."
"20215",1264,7,"coatepec"
"20216",1264,8,"CASTULO GUTIERREZ"
"20217",1264,9,"1 kg"
"20218",1264,10,"AMECAFE"
"20219",1264,11,"2012"
"20220",1264,12,"Typica"
"20221",1264,13,"Washed / Wet"
"20222",1264,14,"Green"
"20223",1264,15,"AMECAFE"
"20224",1264,16,"m"
"20225",1265,1,"Arabica"
"20226",1265,2,"juan luis alvarado romero"
"20227",1265,3,"Guatemala"
"20228",1265,4,"agropecuaria quiagral"
"20229",1265,5,"beneficio ixchel"
"20230",1265,6,"unex guatemala, s.a."
"20231",1265,7,"oriente"
"20232",1265,8,"AGROPECUARIA QUIAGRAL"
"20233",1265,9,"69 kg"
"20234",1265,10,"Asociacion Nacional Del CafÃ©"
"20235",1265,11,"2012"
"20236",1265,12,"Bourbon"
"20237",1265,13,"Washed / Wet"
"20238",1265,14,"Green"
"20239",1265,15,"Asociacion Nacional Del CafÃ©"
"20240",1265,16,"ft"
"20241",1266,1,"Arabica"
"20242",1266,2,"juan luis alvarado romero"
"20243",1266,3,"Guatemala"
"20244",1266,4,"conquista / morito"
"20245",1266,5,"beneficio ixchel"
"20246",1266,6,"eduardo ambrocio"
"20247",1266,7,"oriente"
"20248",1266,8,"Conquista/Morito"
"20249",1266,9,"2 kg"
"20250",1266,10,"Asociacion Nacional Del CafÃ©"
"20251",1266,11,"2011/2012"
"20252",1266,12,"Bourbon"
"20253",1266,13,"Washed / Wet"
"20254",1266,14,""
"20255",1266,15,"Asociacion Nacional Del CafÃ©"
"20256",1266,16,"m"
"20257",1267,1,"Arabica"
"20258",1267,2,"eileen koyanagi"
"20259",1267,3,"United States (Hawaii)"
"20260",1267,4,""
"20261",1267,5,""
"20262",1267,6,"kona pacific farmers cooperative"
"20263",1267,7,"kona"
"20264",1267,8,""
"20265",1267,9,"100 lbs"
"20266",1267,10,"Specialty Coffee Association"
"20267",1267,11,"2014"
"20268",1267,12,"Hawaiian Kona"
"20269",1267,13,"Natural / Dry"
"20270",1267,14,"Green"
"20271",1267,15,"Specialty Coffee Association"
"20272",1267,16,"ft"
"20273",1268,1,"Arabica"
"20274",1268,2,"eileen koyanagi"
"20275",1268,3,"United States (Hawaii)"
"20276",1268,4,""
"20277",1268,5,"kona pacific farmers cooperative"
"20278",1268,6,"kona pacific farmers cooperative"
"20279",1268,7,"kona"
"20280",1268,8,"Kona Pacific Farmers Cooperative"
"20281",1268,9,"100 lbs"
"20282",1268,10,"Specialty Coffee Association"
"20283",1268,11,"2013"
"20284",1268,12,""
"20285",1268,13,"Natural / Dry"
"20286",1268,14,"Bluish-Green"
"20287",1268,15,"Specialty Coffee Association"
"20288",1268,16,"ft"
"20289",1269,1,"Arabica"
"20290",1269,2,"israel eduardo paz garcia"
"20291",1269,3,"Mexico"
"20292",1269,4,"agua de la mariposa"
"20293",1269,5,"zaragoza itundujia, oaxaca"
"20294",1269,6,"cafeorganico.mx"
"20295",1269,7,"zaragoza itundujia"
"20296",1269,8,"ISIDORA HERAS HERNANDEZ"
"20297",1269,9,"1 kg"
"20298",1269,10,"AMECAFE"
"20299",1269,11,"2012"
"20300",1269,12,"Typica"
"20301",1269,13,"Washed / Wet"
"20302",1269,14,"None"
"20303",1269,15,"AMECAFE"
"20304",1269,16,"m"
"20305",1270,1,"Arabica"
"20306",1270,2,"william ho"
"20307",1270,3,"Indonesia"
"20308",1270,4,"1"
"20309",1270,5,"1"
"20310",1270,6,""
"20311",1270,7,"indonesia"
"20312",1270,8,"1"
"20313",1270,9,"2 kg"
"20314",1270,10,"Specialty Coffee Association"
"20315",1270,11,"2011"
"20316",1270,12,"Other"
"20317",1270,13,"Natural / Dry"
"20318",1270,14,"None"
"20319",1270,15,"Specialty Coffee Association"
"20320",1270,16,"m"
"20321",1271,1,"Arabica"
"20322",1271,2,"guillermo eduardo bobadilla muguira"
"20323",1271,3,"Mexico"
"20324",1271,4,"finca tepictla"
"20325",1271,5,"tepictla y xalapa veracruz"
"20326",1271,6,"el mejor cafÃ©"
"20327",1271,7,"tepictla"
"20328",1271,8,"GUILLERMO EDUARDO BOBADILLA MUGUIRA"
"20329",1271,9,"1 kg"
"20330",1271,10,"AMECAFE"
"20331",1271,11,"2012"
"20332",1271,12,"Bourbon"
"20333",1271,13,"Washed / Wet"
"20334",1271,14,"Green"
"20335",1271,15,"AMECAFE"
"20336",1271,16,"m"
"20337",1272,1,"Arabica"
"20338",1272,2,"cafes finos de exportacion s de r.l."
"20339",1272,3,"Honduras"
"20340",1272,4,"various"
"20341",1272,5,"cafes finos de exportacion s. de r.l."
"20342",1272,6,"cafes finos de exportacion s de r.l."
"20343",1272,7,"intibuca"
"20344",1272,8,"Cooperativa Coaquil"
"20345",1272,9,"2 kg"
"20346",1272,10,"Instituto HondureÃ±o del CafÃ©"
"20347",1272,11,"2014"
"20348",1272,12,"Pacas"
"20349",1272,13,"Natural / Dry"
"20350",1272,14,"Green"
"20351",1272,15,"Instituto HondureÃ±o del CafÃ©"
"20352",1272,16,"m"
"20353",1273,1,"Arabica"
"20354",1273,2,"ana gonzales"
"20355",1273,3,"Philippines"
"20356",1273,4,"various"
"20357",1273,5,""
"20358",1273,6,"prime3"
"20359",1273,7,"benguet, mountain province"
"20360",1273,8,"various smallholders"
"20361",1273,9,"2 kg"
"20362",1273,10,"Specialty Coffee Association"
"20363",1273,11,"2012"
"20364",1273,12,""
"20365",1273,13,"Washed / Wet"
"20366",1273,14,"Green"
"20367",1273,15,"Specialty Coffee Association"
"20368",1273,16,"m"
"20369",1274,1,"Arabica"
"20370",1274,2,"volcafe ltda. - brasil"
"20371",1274,3,"Brazil"
"20372",1274,4,""
"20373",1274,5,"copag"
"20374",1274,6,"volcafe ltda."
"20375",1274,7,"monte carmelo"
"20376",1274,8,""
"20377",1274,9,"59 kg"
"20378",1274,10,"Brazil Specialty Coffee Association"
"20379",1274,11,"2017 / 2018"
"20380",1274,12,""
"20381",1274,13,"Natural / Dry"
"20382",1274,14,"Green"
"20383",1274,15,"Brazil Specialty Coffee Association"
"20384",1274,16,"m"
"20385",1275,1,"Arabica"
"20386",1275,2,"juan luis alvarado romero"
"20387",1275,3,"Guatemala"
"20388",1275,4,"agropecuaria quiagral"
"20389",1275,5,"beneficio ixchel"
"20390",1275,6,"unex guatemala, s.a."
"20391",1275,7,"oriente"
"20392",1275,8,"AGROPECUARIA QUIAGRAL"
"20393",1275,9,"1 kg"
"20394",1275,10,"Asociacion Nacional Del CafÃ©"
"20395",1275,11,"2012"
"20396",1275,12,"Bourbon"
"20397",1275,13,"Washed / Wet"
"20398",1275,14,"Green"
"20399",1275,15,"Asociacion Nacional Del CafÃ©"
"20400",1275,16,"ft"
"20401",1276,1,"Arabica"
"20402",1276,2,"juan luis alvarado romero"
"20403",1276,3,"Guatemala"
"20404",1276,4,"conquista / morito"
"20405",1276,5,"beneficio ixchel"
"20406",1276,6,"unex guatemala, s.a."
"20407",1276,7,"oriente"
"20408",1276,8,"Conquista / Morito"
"20409",1276,9,"1 kg"
"20410",1276,10,"Asociacion Nacional Del CafÃ©"
"20411",1276,11,"2012"
"20412",1276,12,"Bourbon"
"20413",1276,13,"Washed / Wet"
"20414",1276,14,""
"20415",1276,15,"Asociacion Nacional Del CafÃ©"
"20416",1276,16,"m"
"20417",1277,1,"Arabica"
"20418",1277,2,"juana rodriguez gutierrez"
"20419",1277,3,"Mexico"
"20420",1277,4,"la joya"
"20421",1277,5,"palo blanco, tlacuilotepec, puebla"
"20422",1277,6,"productores e industrializadores de cafÃ© orgÃ¡nico la fe s.c. de r.l."
"20423",1277,7,"tlacuilotepec"
"20424",1277,8,"JUANA RODRIGUEZ GUTIERREZ"
"20425",1277,9,"1 kg"
"20426",1277,10,"AMECAFE"
"20427",1277,11,"2012"
"20428",1277,12,"Pacamara"
"20429",1277,13,"Washed / Wet"
"20430",1277,14,"Green"
"20431",1277,15,"AMECAFE"
"20432",1277,16,"m"
"20433",1278,1,"Arabica"
"20434",1278,2,"francisco hernandez lorenzo"
"20435",1278,3,"Mexico"
"20436",1278,4,"zaragoza, montelibano, pamal navil"
"20437",1278,5,"zaragoza, montelibano, pamal navil"
"20438",1278,6,"sposel s. de s.s."
"20439",1278,7,"ocosingo"
"20440",1278,8,"SPOSEL S. DE S.S."
"20441",1278,9,"1 kg"
"20442",1278,10,"AMECAFE"
"20443",1278,11,"2012"
"20444",1278,12,"Mundo Novo"
"20445",1278,13,"Washed / Wet"
"20446",1278,14,"Green"
"20447",1278,15,"AMECAFE"
"20448",1278,16,"m"
"20449",1279,1,"Arabica"
"20450",1279,2,"montegrande"
"20451",1279,3,"Mexico"
"20452",1279,4,"finca monte grande"
"20453",1279,5,""
"20454",1279,6,"cafe montegrande"
"20455",1279,7,""
"20456",1279,8,"SURAYA MAGDALENA LOTFE CALDERON"
"20457",1279,9,"1 kg"
"20458",1279,10,"AMECAFE"
"20459",1279,11,"2012"
"20460",1279,12,"Other"
"20461",1279,13,"Washed / Wet"
"20462",1279,14,""
"20463",1279,15,"AMECAFE"
"20464",1279,16,"m"
"20465",1280,1,"Arabica"
"20466",1280,2,"martin jimenez casiano"
"20467",1280,3,"Mexico"
"20468",1280,4,"peÃ±a campana"
"20469",1280,5,"peÃ±a campana"
"20470",1280,6,"union regional de cafeticultores de la mazateca alta"
"20471",1280,7,"huautla de jimenez"
"20472",1280,8,"MARTÃN JIMENEZ CASIANO, PAULINA CERQUEDA ALVAREZ, JULIO MARTINEZ TERAN"
"20473",1280,9,"1 kg"
"20474",1280,10,"AMECAFE"
"20475",1280,11,"2012"
"20476",1280,12,"Typica"
"20477",1280,13,"Washed / Wet"
"20478",1280,14,"Bluish-Green"
"20479",1280,15,"AMECAFE"
"20480",1280,16,"m"
"20481",1281,1,"Arabica"
"20482",1281,2,"grupo juvenil magtayani, ac"
"20483",1281,3,"Mexico"
"20484",1281,4,"la cruz"
"20485",1281,5,"mecatlÃ¡n veracruz"
"20486",1281,6,"grupo juvenil magtayani ac"
"20487",1281,7,"menglian"
"20488",1281,8,"MIGUEL LOPEZ TIRZO"
"20489",1281,9,"1 kg"
"20490",1281,10,"AMECAFE"
"20491",1281,11,"2012"
"20492",1281,12,"Typica"
"20493",1281,13,"Washed / Wet"
"20494",1281,14,"Green"
"20495",1281,15,"AMECAFE"
"20496",1281,16,"m"
"20497",1282,1,"Arabica"
"20498",1282,2,"israel eduardo paz garcia"
"20499",1282,3,"Mexico"
"20500",1282,4,"el limÃ³n"
"20501",1282,5,"zaragoza itundujia, oaxaca"
"20502",1282,6,"cafeorganico.mx"
"20503",1282,7,"zaragoza itundujia"
"20504",1282,8,"GEREMIAS RIAÃ‘O LOPEZ"
"20505",1282,9,"1 kg"
"20506",1282,10,"AMECAFE"
"20507",1282,11,"2012"
"20508",1282,12,"Typica"
"20509",1282,13,"Washed / Wet"
"20510",1282,14,"None"
"20511",1282,15,"AMECAFE"
"20512",1282,16,"m"
"20513",1283,1,"Arabica"
"20514",1283,2,"pablo enrique martinez gama"
"20515",1283,3,"Mexico"
"20516",1283,4,"la orduÃ±a"
"20517",1283,5,"falcafe s.a. de c.v."
"20518",1283,6,""
"20519",1283,7,"coatepec"
"20520",1283,8,"PABLO ENRIQUE MARTINEZ GAMA"
"20521",1283,9,"1 kg"
"20522",1283,10,"AMECAFE"
"20523",1283,11,"2012"
"20524",1283,12,"Typica"
"20525",1283,13,"Washed / Wet"
"20526",1283,14,"Green"
"20527",1283,15,"AMECAFE"
"20528",1283,16,"m"
"20529",1284,1,"Arabica"
"20530",1284,2,"juan luis alvarado romero"
"20531",1284,3,"Guatemala"
"20532",1284,4,"conquista / morito"
"20533",1284,5,"beneficio ixchel"
