"","ID","Grading.Date","Expiration"
"1099",1099,"July 17th, 2015","July 16th, 2016"
"1100",1100,"February 20th, 2015","February 20th, 2016"
"1101",1101,"March 3rd, 2014","March 3rd, 2015"
"1102",1102,"January 8th, 2014","January 8th, 2015"
"1103",1103,"December 26th, 2013","December 26th, 2014"
"1104",1104,"January 9th, 2013","January 9th, 2014"
"1105",1105,"September 27th, 2012","September 27th, 2013"
"1106",1106,"May 9th, 2017","May 9th, 2018"
"1107",1107,"April 24th, 2015","April 23rd, 2016"
"1108",1108,"January 26th, 2015","January 26th, 2016"
"1109",1109,"August 7th, 2013","August 7th, 2014"
"1110",1110,"October 9th, 2012","October 9th, 2013"
"1111",1111,"September 13th, 2012","September 13th, 2013"
"1112",1112,"September 10th, 2012","September 10th, 2013"
"1113",1113,"May 24th, 2012","May 24th, 2013"
"1114",1114,"September 22nd, 2011","September 21st, 2012"
"1115",1115,"November 29th, 2017","November 29th, 2018"
"1116",1116,"November 23rd, 2014","November 23rd, 2015"
"1117",1117,"February 25th, 2014","February 25th, 2015"
"1118",1118,"December 26th, 2013","December 26th, 2014"
"1119",1119,"December 26th, 2013","December 26th, 2014"
"1120",1120,"December 26th, 2013","December 26th, 2014"
"1121",1121,"September 14th, 2012","September 14th, 2013"
"1122",1122,"August 30th, 2012","August 30th, 2013"
"1123",1123,"June 13th, 2017","June 13th, 2018"
"1124",1124,"July 17th, 2015","July 16th, 2016"
"1125",1125,"May 1st, 2014","May 1st, 2015"
"1126",1126,"December 26th, 2013","December 26th, 2014"
"1127",1127,"May 29th, 2013","May 29th, 2014"
"1128",1128,"September 10th, 2012","September 10th, 2013"
"1129",1129,"September 4th, 2012","September 4th, 2013"
"1130",1130,"June 17th, 2010","June 17th, 2011"
"1131",1131,"April 23rd, 2015","April 22nd, 2016"
"1132",1132,"May 12th, 2014","May 12th, 2015"
"1133",1133,"March 29th, 2013","March 29th, 2014"
"1134",1134,"September 11th, 2012","September 11th, 2013"
"1135",1135,"August 30th, 2012","August 30th, 2013"
"1136",1136,"July 26th, 2012","July 26th, 2013"
"1137",1137,"July 11th, 2012","July 11th, 2013"
"1138",1138,"July 11th, 2012","July 11th, 2013"
"1139",1139,"September 22nd, 2011","September 21st, 2012"
"1140",1140,"August 25th, 2017","August 25th, 2018"
"1141",1141,"August 22nd, 2017","August 22nd, 2018"
"1142",1142,"March 30th, 2015","March 29th, 2016"
"1143",1143,"July 11th, 2012","July 11th, 2013"
"1144",1144,"April 5th, 2012","April 5th, 2013"
"1145",1145,"June 22nd, 2017","June 22nd, 2018"
"1146",1146,"March 21st, 2015","March 20th, 2016"
"1147",1147,"July 28th, 2014","July 28th, 2015"
"1148",1148,"June 16th, 2014","June 16th, 2015"
"1149",1149,"January 23rd, 2014","January 23rd, 2015"
"1150",1150,"September 23rd, 2013","September 23rd, 2014"
"1151",1151,"March 29th, 2013","March 29th, 2014"
"1152",1152,"March 29th, 2013","March 29th, 2014"
"1153",1153,"March 29th, 2013","March 29th, 2014"
"1154",1154,"September 14th, 2012","September 14th, 2013"
"1155",1155,"September 4th, 2012","September 4th, 2013"
"1156",1156,"July 23rd, 2012","July 23rd, 2013"
"1157",1157,"June 6th, 2012","June 6th, 2013"
"1158",1158,"June 22nd, 2017","June 22nd, 2018"
"1159",1159,"March 23rd, 2017","March 23rd, 2018"
"1160",1160,"June 16th, 2014","June 16th, 2015"
"1161",1161,"June 27th, 2013","June 27th, 2014"
"1162",1162,"March 29th, 2013","March 29th, 2014"
"1163",1163,"September 27th, 2012","September 27th, 2013"
"1164",1164,"June 4th, 2012","June 4th, 2013"
"1165",1165,"April 9th, 2010","April 9th, 2011"
"1166",1166,"September 17th, 2012","September 17th, 2013"
"1167",1167,"August 30th, 2012","August 30th, 2013"
"1168",1168,"February 9th, 2011","February 9th, 2012"
"1169",1169,"January 13th, 2011","January 13th, 2012"
"1170",1170,"July 6th, 2015","July 5th, 2016"
"1171",1171,"May 23rd, 2015","May 22nd, 2016"
"1172",1172,"June 21st, 2013","June 21st, 2014"
"1173",1173,"August 1st, 2012","August 1st, 2013"
"1174",1174,"July 11th, 2012","July 11th, 2013"
"1175",1175,"May 13th, 2014","May 13th, 2015"
"1176",1176,"March 31st, 2014","March 31st, 2015"
"1177",1177,"September 11th, 2012","September 11th, 2013"
"1178",1178,"June 6th, 2017","June 6th, 2018"
"1179",1179,"January 8th, 2014","January 8th, 2015"
"1180",1180,"September 17th, 2012","September 17th, 2013"
"1181",1181,"September 10th, 2012","September 10th, 2013"
"1182",1182,"January 13th, 2012","January 12th, 2013"
"1183",1183,"November 7th, 2014","November 7th, 2015"
"1184",1184,"September 10th, 2012","September 10th, 2013"
"1185",1185,"August 22nd, 2017","August 22nd, 2018"
"1186",1186,"July 27th, 2017","July 27th, 2018"
"1187",1187,"May 23rd, 2016","May 23rd, 2017"
"1188",1188,"June 30th, 2015","June 29th, 2016"
"1189",1189,"December 10th, 2013","December 10th, 2014"
"1190",1190,"September 13th, 2012","September 13th, 2013"
"1191",1191,"August 30th, 2012","August 30th, 2013"
"1192",1192,"April 9th, 2010","April 9th, 2011"
"1193",1193,"August 23rd, 2017","August 23rd, 2018"
"1194",1194,"June 9th, 2014","June 9th, 2015"
"1195",1195,"September 13th, 2012","September 13th, 2013"
"1196",1196,"September 12th, 2012","September 12th, 2013"
"1197",1197,"July 3rd, 2012","July 3rd, 2013"
"1198",1198,"March 1st, 2011","February 29th, 2012"
"1199",1199,"September 11th, 2014","September 11th, 2015"
"1200",1200,"April 26th, 2014","April 26th, 2015"
"1201",1201,"January 8th, 2013","January 8th, 2014"
"1202",1202,"September 17th, 2012","September 17th, 2013"
"1203",1203,"September 12th, 2012","September 12th, 2013"
"1204",1204,"August 30th, 2012","August 30th, 2013"
"1205",1205,"March 12th, 2013","March 12th, 2014"
"1206",1206,"September 17th, 2012","September 17th, 2013"
"1207",1207,"May 22nd, 2017","May 22nd, 2018"
"1208",1208,"January 17th, 2014","January 17th, 2015"
"1209",1209,"July 5th, 2013","July 5th, 2014"
"1210",1210,"August 1st, 2012","August 1st, 2013"
"1211",1211,"July 16th, 2012","July 16th, 2013"
"1212",1212,"June 6th, 2012","June 6th, 2013"
"1213",1213,"April 26th, 2014","April 26th, 2015"
"1214",1214,"September 17th, 2012","September 17th, 2013"
"1215",1215,"February 17th, 2016","February 16th, 2017"
"1216",1216,"March 28th, 2015","March 27th, 2016"
"1217",1217,"September 4th, 2014","September 4th, 2015"
"1218",1218,"July 22nd, 2014","July 22nd, 2015"
"1219",1219,"July 26th, 2012","July 26th, 2013"
"1220",1220,"July 2nd, 2012","July 2nd, 2013"
"1221",1221,"June 21st, 2011","June 20th, 2012"
"1222",1222,"April 26th, 2014","April 26th, 2015"
"1223",1223,"September 14th, 2012","September 14th, 2013"
"1224",1224,"July 26th, 2012","July 26th, 2013"
"1225",1225,"December 16th, 2014","December 16th, 2015"
"1226",1226,"September 14th, 2012","September 14th, 2013"
"1227",1227,"March 19th, 2014","March 19th, 2015"
"1228",1228,"February 27th, 2014","February 27th, 2015"
"1229",1229,"February 7th, 2013","February 7th, 2014"
"1230",1230,"September 11th, 2012","September 11th, 2013"
"1231",1231,"January 13th, 2012","January 12th, 2013"
"1232",1232,"January 20th, 2015","January 20th, 2016"
"1233",1233,"May 24th, 2012","May 24th, 2013"
"1234",1234,"July 18th, 2017","July 18th, 2018"
"1235",1235,"July 11th, 2012","July 11th, 2013"
"1236",1236,"June 6th, 2017","June 6th, 2018"
"1237",1237,"May 15th, 2014","May 15th, 2015"
"1238",1238,"March 18th, 2014","March 18th, 2015"
"1239",1239,"February 7th, 2014","February 7th, 2015"
"1240",1240,"September 5th, 2013","September 5th, 2014"
"1241",1241,"April 29th, 2013","April 29th, 2014"
"1242",1242,"September 11th, 2012","September 11th, 2013"
"1243",1243,"December 1st, 2011","November 30th, 2012"
"1244",1244,"February 3rd, 2015","February 3rd, 2016"
"1245",1245,"July 26th, 2012","July 26th, 2013"
"1246",1246,"January 13th, 2012","January 12th, 2013"
"1247",1247,"February 29th, 2016","February 28th, 2017"
"1248",1248,"August 25th, 2014","August 25th, 2015"
"1249",1249,"February 7th, 2013","February 7th, 2014"
"1250",1250,"May 29th, 2013","May 29th, 2014"
"1251",1251,"May 3rd, 2013","May 3rd, 2014"
"1252",1252,"September 17th, 2012","September 17th, 2013"
"1253",1253,"January 29th, 2013","January 29th, 2014"
"1254",1254,"October 20th, 2017","October 20th, 2018"
"1255",1255,"April 8th, 2014","April 8th, 2015"
"1256",1256,"September 13th, 2012","September 13th, 2013"
"1257",1257,"May 5th, 2014","May 5th, 2015"
"1258",1258,"January 27th, 2014","January 27th, 2015"
"1259",1259,"September 11th, 2012","September 11th, 2013"
"1260",1260,"June 16th, 2015","June 15th, 2016"
"1261",1261,"January 16th, 2017","January 16th, 2018"
"1262",1262,"April 9th, 2010","April 9th, 2011"
"1263",1263,"January 3rd, 2012","January 2nd, 2013"
"1264",1264,"July 26th, 2012","July 26th, 2013"
"1265",1265,"April 30th, 2012","April 30th, 2013"
"1266",1266,"January 3rd, 2012","January 2nd, 2013"
"1267",1267,"March 18th, 2014","March 18th, 2015"
"1268",1268,"January 20th, 2014","January 20th, 2015"
"1269",1269,"September 17th, 2012","September 17th, 2013"
"1270",1270,"January 18th, 2012","January 17th, 2013"
"1271",1271,"September 10th, 2012","September 10th, 2013"
"1272",1272,"May 15th, 2014","May 15th, 2015"
"1273",1273,"May 14th, 2013","May 14th, 2014"
"1274",1274,"October 27th, 2017","October 27th, 2018"
"1275",1275,"July 9th, 2012","July 9th, 2013"
"1276",1276,"January 6th, 2012","January 5th, 2013"
"1277",1277,"September 12th, 2012","September 12th, 2013"
"1278",1278,"September 12th, 2012","September 12th, 2013"
"1279",1279,"June 6th, 2012","June 6th, 2013"
"1280",1280,"March 5th, 2012","March 5th, 2013"
"1281",1281,"July 11th, 2012","July 11th, 2013"
"1282",1282,"September 13th, 2012","September 13th, 2013"
"1283",1283,"August 1st, 2012","August 1st, 2013"
"1284",1284,"January 9th, 2012","January 8th, 2013"
"1285",1285,"",""
"1286",1286,"March 29th, 2013","March 29th, 2014"
"1287",1287,"March 13th, 2014","March 13th, 2015"
"1288",1288,"June 6th, 2013","June 6th, 2014"
"1289",1289,"September 10th, 2012","September 10th, 2013"
"1290",1290,"September 17th, 2012","September 17th, 2013"
"1291",1291,"August 1st, 2012","August 1st, 2013"
"1292",1292,"April 6th, 2012","April 6th, 2013"
"1293",1293,"December 28th, 2015","December 27th, 2016"
"1294",1294,"April 26th, 2014","April 26th, 2015"
"1295",1295,"May 8th, 2014","May 8th, 2015"
"1296",1296,"March 3rd, 2014","March 3rd, 2015"
"1297",1297,"March 10th, 2014","March 10th, 2015"
"1298",1298,"Specialty Coffee Association",""
"1299",1299,"February 3rd, 2015","February 3rd, 2016"
"1300",1300,"September 10th, 2012","September 10th, 2013"
"1301",1301,"July 11th, 2012","July 11th, 2013"
"1302",1302,"May 5th, 2014","May 5th, 2015"
"1303",1303,"October 27th, 2017","October 27th, 2018"
"1304",1304,"May 15th, 2014","May 15th, 2015"
"1305",1305,"May 15th, 2014","May 15th, 2015"
"1306",1306,"May 15th, 2014","May 15th, 2015"
"1307",1307,"September 17th, 2012","September 17th, 2013"
"1308",1308,"May 24th, 2012","May 24th, 2013"
"1309",1309,"June 6th, 2017","June 6th, 2018"
"1310",1310,"May 24th, 2012","May 24th, 2013"
"1311",1312,"April 28th, 2017","April 28th, 2018"
"1312",1313,"June 26th, 2014","June 26th, 2015"
"1313",1314,"October 31st, 2017","October 31st, 2018"
"1314",1315,"April 30th, 2015","April 29th, 2016"
"1315",1316,"July 14th, 2014","July 14th, 2015"
"1316",1317,"June 26th, 2014","June 26th, 2015"
"1317",1318,"February 29th, 2012","February 28th, 2013"
"1318",1319,"May 15th, 2014","May 15th, 2015"
"1319",1320,"October 25th, 2017","October 25th, 2018"
"1320",1321,"August 17th, 2016","August 17th, 2017"
"1321",1322,"August 5th, 2014","August 5th, 2015"
"1322",1323,"June 26th, 2014","June 26th, 2015"
"1323",1324,"August 23rd, 2016","August 23rd, 2017"
"1324",1325,"May 19th, 2014","May 19th, 2015"
"1325",1326,"July 14th, 2014","July 14th, 2015"
"1326",1327,"July 14th, 2014","July 14th, 2015"
"1327",1328,"April 30th, 2015","April 29th, 2016"
"1328",1329,"June 3rd, 2013","June 3rd, 2014"
"1329",1330,"June 27th, 2014","June 27th, 2015"
"1330",1331,"June 27th, 2014","June 27th, 2015"
"1331",1332,"June 27th, 2014","June 27th, 2015"
"1332",1333,"May 19th, 2014","May 19th, 2015"
"1333",1334,"June 20th, 2013","June 20th, 2014"
"1334",1335,"February 29th, 2012","February 28th, 2013"
"1335",1336,"January 19th, 2016","January 18th, 2017"
"1336",1337,"January 19th, 2016","January 18th, 2017"
"1337",1338,"December 23rd, 2014","December 23rd, 2015"
"1338",1339,"August 25th, 2014","August 25th, 2015"
"1339",1340,"August 25th, 2014","August 25th, 2015"
