"","Kingdom","Phylum","Class","Order","Family","Genus","Scientific Name"
"900","Animalia","Chordata","Mammalia","Primates","Cercopithecidae","Nasalis","Nasalis larvatus"
"901","Animalia","Chordata","Mammalia","Artiodactyla","Antilocapridae","Antilocapra","Antilocapra americana"
"902","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"903","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"904","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Fratercula","Fratercula arctica"
"905","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"906","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"907","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"908","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"909","Animalia","Chordata","Mammalia","Carnivora","Felidae","Puma","Felis concolor"
"910","Animalia","Arthropoda","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"911","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"912","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous purpureus"
"913","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Cerura","Cerura vinula"
"914","Animalia","Chordata","Mammalia","Artiodactyla","Hippopotamidae","Hippopotamus","Choeropsis liberiensis"
"915","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"916","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra aegagrus hircus"
"917","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"918","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"919","Animalia","Chordata","Mammalia","Perissodactyla","Equidae","Equus","†Equus quagga quagga"
"920","Animalia","Chordata","Aves","Galliformes","Phasianidae","Coturnix","Coturnix Coturnix"
"921","Animalia","Chordata","Aves","Trogoniformes","Trogonidae","Pharomachrus, Euptilotis","Pharomachrus, Euptilotis"
"922","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Setonix","Setonix brachyurus"
"923","Animalia","Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Dasyurus","Dasyurus Viverrinus"
"924","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Oryctolagus","Oryctolagus cuniculus"
"925","Animalia","Chordata","Mammalia","Carnivora","Procyonidae","Procyon","Procyon lotor"
"926","Animalia","Chordata","Mammalia","Carnivora","Canidae","Nyctereutes","Nyctereutes procyonoides"
"927","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Astrochelys","Astrochelys radiata"
"928","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"929","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"930","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"931","Animalia","Chordata","Mammalia","Rodentia","Muridae","Rattus","Rattus rattus"
"932","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"933","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"934","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Haemorhous","Haemorhous mexicanus"
"935","Animalia","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes"
"936","Animalia","Arthropoda","Arachnida","Araneae","Theraphosidae","Brachypelma","Brachypelma smithi"
"937","Animalia","Chordata","Mammalia","Carnivora","Ailuridae","Ailurus","Ailurus fulgens"
"938","Animalia","Chordata","Mammalia","Rodentia","Sciuridae","Tamiasciurus","Tamiasciurus hudsonicus"
"939","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus rufus"
"940","Animalia","Chordata","Mammalia","Primates","Callitrichidae","Saguinus","Saguinus midas"
"941","Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","Agelaius phoeniceus"
"942","Animalia","Arthropoda","Arachnida","aranae","Theridiidae","Latrodectus","Latrodectus hasselti"
"943","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"944","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"945","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Rangifer","Rangifer Tarandus"
"946","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"947","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"948","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"949","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer productus"
"950","Animalia","Chordata","Mammalia","Hyracoidea","Procaviidae","Procavia","Procavia capensis"
"951","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"952","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptes","Eudyptes chrysocome"
"953","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"954","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus"
"955","Animalia","Chordata","Aves","Passeriformes","Carinalidae","Pheucticus","Pheucticus ludovicianus"
"956","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Ajaja","Ajaja ajaja"
"957","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"958","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"959","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptes","Eudyptes schlegeli"
"960","Animalia","Chordata","Aves","Apodiformes","Trochilidae","Archilochus","Archilochus colubris"
"961","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"962","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"963","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"964","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Agrionemys","Agrionemys horsfieldii"
"965","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Capra","Capra aegagrus hircus"
"966","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"967","Animalia","Chordata","Mammalia","Carnivora","Felidae","Smilodon","Smilodon populator"
"968","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Martes","Martes zibellina"
"969","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"970","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Saiga","Saiga tatarica"
"971","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"972","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"973","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"974","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"975","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"976","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Lamna","Lamna ditropis"
"977","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"978","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"979","Animalia","Chordata","Reptilia","Squamata","Lacertidae","Lacerta","Lacerta agilis"
"980","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"981","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Pseudoryx","Pseudoryx nghetinhensis"
"982","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"983","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","Uroplatus","Uroplatus phantasticus"
"984","Animalia","Chordata","Mammalia","artiodactyla","Bovidae","Capra","Capra hircus"
"985","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"986","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Ara","Ara macao"
"987","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"988","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"989","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"990","Animalia","Chordata","Mammalia","Artiodactlya","Bovidae","Oryx","Oryx Dammah"
"991","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"992","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"993","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"994","Animalia","Chordata","Amphibia","Anura","Telmatobiidae","Telmatobius","Telmatobius culeus"
"995","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"996","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Phycodurus","Phycodurus eques"
"997","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Haliaeetus Savigny","Haliaeetus"
"998","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"999","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Enhydra","Enhydra Lutris"
"1000","Animalia","Mollusca","Gastropoda","Nudibranchia","Opistobranches","Nudibranch","Nudibranchia"
"1001","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1002","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1003","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1004","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Hippocampus","Hippocampus"
"1005","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1006","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1007","Animalia","Chordata","Mammalia","Cetacea","Balaenopteridae","Balaenoptera","Balaenoptera borealis"
"1008","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Poicephalus","Poicephalus senegalus"
"1009","Animalia","Chordata","Mammalia","Carnivora","Felidae","Leptailurus","Leptailurus serval"
"1010","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1011","Animalia","Chordata","Reptilia","Reptilia Order:	Squamata","Colubridae","Contia","Contia tenuis"
"1012","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Ovis","Ovis aries"
"1013","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1014","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1015","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1016","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1017","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1018","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1019","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"1020","Animalia","Chordata","Aves","Pelecaniformes","Balaenicipitidae","Balaeniceps","Balaeniceps rex"
"1021","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1022","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1023","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"1024","Animalia","Chordata","Actinopterygii","Perciformes","Osphronemidae","Betta","Betta splendens"
"1025","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"1026","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1027","Animalia","Chordata","Mammalia","Cetartiodactyla","Bovidae","Capra","Capra sibirica"
"1028","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1029","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera Tigris Altaica"
"1030","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1031","Animalia","Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus gallus"
"1032","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1033","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1034","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1035","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1036","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1037","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1038","Animalia","Chordata","Actinopterygii","Scombriformes","Scombridae","Katsuwonus","Katsuwonus pelamis"
"1039","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1040","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1041","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1042","Animalia","Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","Choloepus Hoffmani"
"1043","Animalia","Chordata","Reptilia","Squamata","Anguidae","Anguis","Anguis fragilis"
"1044","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1045","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1046","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1047","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1048","Animalia","Chordata","Reptilia","Testudines","Chelydridae","Chelydra","Chelydridae"
"1049","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus familiaris"
"1050","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera uncia"
"1051","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"1052","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Lepus","Lepus americanus"
"1053","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo scandiacus"
"1054","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"1055","Animalia","Chordata","Aves","Passeriformes","Passerelidae","Melospiza","Melospiza melodia"
"1056","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera Tigris Amoyensis"
"1057","Animalia","Chordata","Amphibia","Mesobatrachia","Pelobatidae","Pelobates","Mesobatrachia"
"1058","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1059","Animalia","Chordata","Mammalia","Artiodactyla","Calvo","Capra","Capra aegagrus hircus"
"1060","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1061","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1062","Animalia","Chordata","Mammalia","Carnivora","Ursidae","Tremarctos","Tremarctos Ornatus"
"1063","Animalia","Chordata","Mammalia","Cetacea","Physeteridae","Physeter","Physeter macrocephalus"
"1064","Animalia","Chordata","Mammalia","Primates","Atelidae","Ateles","Simia Paniscus"
"1065","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1066","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","Carcharhinus brevipinna"
"1067","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1068","Animalia","Chordata","Chondrichthyes","Squaliformes","Squalidae","Squalus","Squalus acanthias"
"1069","Animalia","Chordata","Reptilia","Testudines","Geoemydidae","Heosemys","Heosemys spinosa"
"1070","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Cyanopsitta","Cyanopsitta spixii"
"1071","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1072","Animalia","Chordata","Actinopterygii","Lepisosteiformes","Lepisosteidae","Lepisosteus","Lepisosteus oculatus"
"1073","Animalia","Arthropoda","Insecta","Hemiptera","Fulgoridae","Lycorma","Lycorma delicatula"
"1074","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1075","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Antidorcas","Antidorcas marsupialis"
"1076","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1077","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1078","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1079","Animalia","Chordata","Mammalia","Primates","Cebidae","Saimiri","Saimiri"
"1080","Animalia","Chordata","Actinopterygii","Beryciformes","Holocentridae","Holocentrus","Holocentrus adscensionis"
"1081","Animalia","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","Elephas Maximus Maximus"
"1082","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1083","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"1084","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1085","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1086","Animalia","Chordata","Mammalia","Eulipotyphla","Talpidae","Condylura","Condylura cristata"
"1087","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1088","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1089","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1090","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1091","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela Erminea"
"1092","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1093","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1094","Animalia","Chordata","Mammalia","Carnivora","Hyaenidae","Hyaena","Hyaena hyaena"
"1095","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria nasuta"
"1096","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1097","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1098","Animalia","Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","Petaurus breviceps"
"1099","Animalia","Chordata","Reptilia","Testudines","Testudinidae","Centrochelys","Centrochelys sulcata"
"1100","Animalia","Chordata","Mammalia","Proboscidea","Elephantidae","Elephas","Elephas Maximus Sumatranus"
"1101","Animalia","Chordata","Mammalia","Primates","Hominidae","Pongo","Pongo abelii"
"1102","Animalia","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Dicerorhinus","Dicerorhinus Sumatrensis"
"1103","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera Tigris Sumatrae"
"1104","Animalia","Chordata","Mammalia","Carnivora","Ursidae","Helarctos","Helarctos malayanus"
"1105","Animalia","Chordata","Actinopterygii","Siluriformes","Pangasiidae","Pangasianodon","Pangasianodon hypophthalmus"
"1106","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Cygnus atratus"
"1107","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1108","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Mesocricetus","Mesocricetus auratus"
"1109","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1110","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Budorcas","Budorcas taxicolor"
"1111","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1112","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1113","Animalia","Chordata","Mammalia","Primates","Hominidae","Pongo","Pongo tapanuliensis"
"1114","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1115","Animalia","Arthropoda","Insecta","Hymenoptera","Pompilidae","Pepsis","Pepsis albocincta"
"1116","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1117","Animalia","Chordata","Mammalia","Primates","Tarsiidae","Tarsius","Tarsius"
"1118","Animalia","Chordata","Mammalia","Dasyuromorphia","Dasyuridae","Sarcophilus","Sarcophilus harrisii"
"1119","Animalia","Chordata","Mammalia","Dasyuromorphia","†Thylacinidae","†Thylacinus","†Thylacinus cynocephalus"
"1120","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix aluco"
"1121","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Mesocricetus","Mesocricetus auratus"
"1122","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1123","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1124","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1125","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1126","Animalia","Chordata","Actinopterygii","Characiformes","Characidae","Paracheirodon","Paracheirodon Axelrodi"
"1127","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1128","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1129","Animalia","Chordata","Reptilia","Squamata","Agamidae","Moloch","Moloch horridus"
"1130","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1131","Animalia","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes ferrilata"
"1132","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1133","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1134","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1135","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"1136","Animalia","Chordata","Mammalia","Carnivora","Felidae","Panthera","Panthera Tigris"
"1137","Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Cicindela","Cicindelinae"
"1138","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1139","Animalia","Chordata","Amphibia","Caudata","Ambystomatidae","Ambystoma","Ambystoma tigrinum"
"1140","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Galeocerdo","Galeocerdo Cuvier"
"1141","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1142","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus familiaris"
"1143","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1144","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1145","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1146","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1147","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1148","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1149","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1150","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta bicolor"
"1151","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1152","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1153","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1154","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1155","Animalia","Chordata","Reptilia","Sphenodontia","Sphenodontidae","Sphenodon","Sphenodon Punctatus"
"1156","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1157","Animalia","Chordata","Aves","Galliformes","Phasianidae","Meleagris","Meleagris"
"1158","Animalia","Chordata","Mammalia","Carnivora","Felidae","Felis","Felis catus"
"1159","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1160","Animalia","Chordata","Mammalia","Primates","Pitheciidae","Cacajao","Cacajao"
"1161","Animalia","Chordata","Aves","Passeriformes","Cettiidae","Cettia","Cettia diphone"
"1162","Animalia","Chordata","Aves","Passeriformes","Cotingidae","Cephalopterus","Cephalopterus"
"1163","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1164","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1165","Animalia","Mollusca","Cephalopoda","Vampyromorphida","Vampyroteuthidae","Vampyroteuthis","Vampyroteuthis infernalis"
"1166","Animalia","Chordata","Mammalia","Artiodactyla","Phocoenidae","Phocoena","Phocoena sinus"
"1167","Animalia","Chordata","Mammalia","Primates","Cercopithecidae","Chlorocebus","Chlorocebus pygerythrus"
"1168","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1169","Animalia","Chordata","Reptilia","Squamata","Sphaerodactylidae","Sphaerodactylus","Sphaerodactylus parthenopion"
"1170","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1171","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1172","Animalia","Chordata","Aves","Cathartiformes","Cathartidae","Cathartes","Cathartes aura"
"1173","Animalia","Chordata","Actinopterygii","Siluriformes","Clariidae","Clarias","Clarias batrachus"
"1174","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus"
"1175","Animalia","Chordata","Actinopterygii","Perciformes","Percidae","Sander","Sander vitreus"
"1176","Animalia","Chordata","Mammalia","Carnivora","Odobenidae","Odobenus","Odobenus rosmarus"
"1177","Animalia","Chordata","Aves","Procellariiforms","Diomedeidae","Diomedea","Diomedea exulans"
"1178","Animalia","Chordata","Mammalia","Artiodactyla","Suidae","Phacochoerus","Phacochoerus africanus"
"1179","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1180","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bubalus","Bubalus bubalis"
"1181","Animalia","Chordata","Reptilia","Squamata","Agamidae","Physignathus","Physignathus"
"1182","Animalia","Chordata","Mammalia","Rodentia","Cricetidae","Arvicola","Arvicola amphibius"
"1183","Animalia","Chordata","Mammalia","Carnivora","Mustelidae","Mustela","Mustela nivalis"
"1184","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1185","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1186","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1187","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis lupus"
"1188","Animalia","Chordata","Mammalia","Carnivora","Canidae","Canis","Canis Lupus"
"1189","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla Gorilla"
"1190","Animalia","Chordata","Mammalia","Primates","Hominidae","Gorilla","Gorilla gorilla gorilla"
"1191","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)","logical(0)"
"1192","Animalia","Chordata","Chondrichthyes","Orectolobiformes","Rhincodontidae","Rhincodon","Rhincodon Typus"
